PC1,PC2,CareerCluster
-0.336835411608454,0.4516189310667877,3
0.7008946688968272,0.23056895624760615,3
-2.9978045077971425,-1.4806164333319938,1
-0.5561464852067736,0.20993088297398863,3
-0.5879669045593885,2.8333410843181848,2
0.6549801758679895,1.896338799584586,2
-2.7003914886589433,-1.7466835129320066,1
-3.189789123960402,-1.2074552088182218,1
1.1976395898315477,0.3839023976758653,3
2.2937663587358106,2.093236247158992,2
-1.1252076227890897,0.6120427868313401,3
0.3731809295825558,0.15856849166453077,3
-0.7075797261519376,1.123378986525495,2
-1.0884655530123168,2.389126482107539,2
-1.4995378334835319,0.38652671189220594,3
2.6909918450530905,1.4222247138783661,2
-1.1340466802599174,0.14422050564342662,3
-3.189789123960402,-1.2074552088182218,1
3.203943287975801,-3.050278242157363,0
-1.344407971572585,0.9792670155254188,3
-1.022388756490362,0.3846536800575596,3
-1.1594526794366629,0.12051635478793678,3
1.76751084564183,-0.18453954947217946,0
-3.3450331163283265,-1.2334509021774418,1
-1.1444448743470879,0.660737033978432,3
3.882996987889133,-1.0823479449688047,0
0.3727964196841383,0.3237102693456537,2
0.3574908017435541,0.08488176981686042,3
3.8461561459632163,-1.3659040836001561,0
0.905478875057287,0.010290940676534398,2
-2.2649579465325975,0.06658189096607987,1
-0.8408466050468053,0.19816863570796903,3
-0.631556016613033,-0.5481847649372754,3
-2.1244799921933266,-2.4889794777268555,1
-2.144005472745041,-0.2525766531677354,1
-0.8848527679596458,0.9015271819826576,3
-1.758539956718476,0.7322583050941389,3
-0.7695090560029447,3.0198261286677757,2
-2.3103434843934867,0.1132031520534776,1
-0.6431415012380742,0.06564915863690411,3
-3.199632405128723,-1.2338496409706323,1
-3.229162248633683,-1.3130329374278638,1
-2.5196478044622106,0.2886936553775344,3
1.1706462125293564,0.4948743654562614,3
1.2840898778997039,0.10762314196099683,3
5.794689480583243,-1.1049522357370223,0
1.585929770976484,1.2064418717699308,2
-2.8622470777658595,-1.507409604277595,1
0.7219846510982036,0.13837780405154412,3
-2.5196478044622106,0.2886936553775344,3
-1.615822141132136,-2.906650634192637,1
-0.7695090560029447,3.0198261286677757,2
-0.5583906008966868,0.6868329569248534,3
-0.7492489301172135,-0.6367256713635463,3
-1.8712100325913337,-0.16425076940306807,3
4.200321633908755,0.9240870755066329,0
1.3195156220427502,0.596818015499867,3
-0.6787379802811666,2.9265836064929807,2
0.8413842257114308,1.292252491896844,3
0.13708612613630256,0.7861393436088049,3
2.0677516570313683,1.8355362770660708,2
1.7063289113012754,0.9823895122200288,2
4.319574183625312,-3.098530168272088,0
4.5578717500297365,-1.0168575213425108,0
4.262073052412049,0.29239337153653194,0
-0.6817624032418693,-2.656756772855115,1
-0.6679692201795705,0.218452207308082,3
-1.525051065410358,-2.9998931563674325,1
-1.3799502282651537,1.052282708765227,3
-3.124717023762874,-1.2012876056007984,1
-0.05914968442690727,0.17399908496347913,3
-0.8779476007861111,0.9774607894064905,3
-1.91382914890656,1.5220055183014036,2
0.36537685970575157,-0.10326760610595347,3
-3.018090253685166,-1.4203346853202228,1
0.9191769988366011,0.12439087751733062,3
2.282238736006915,0.016591553124498472,0
-1.9684639792995446,-2.620356725657637,1
-0.7550149701400891,-1.4504094191522576,3
-0.9934872684994767,-0.7502599965434515,3
0.01966368561339026,-0.4197636224262232,3
-0.95401203795289,0.5391261811534153,3
-0.9568378596481952,-1.803970266621508,1
1.9932770535710016,0.10530292939984841,0
-1.085856398633649,-0.0062859236199200004,3
0.6101585212766892,-2.1062922267211186,3
-3.1793466592406983,-1.294131388982403,1
-1.3179956820399756,0.2000416675426153,3
2.8673123458501353,1.7192604947896597,2
1.6591056739908818,0.8666682794192149,2
3.6085596239848408,-1.9217830000958303,0
-0.44964385238545823,-0.9424820803949363,3
1.0605378518771786,0.20793929358846566,3
2.8010075293892136,0.4469242730731677,0
1.6318797599934567,0.6461617381565802,2
-0.22711442550909622,-0.37012698782619563,3
-1.4254118439132337,0.3488732032809076,3
-0.6355905637026469,0.6873182097680545,3
4.39619648746239,-3.9838125279187873,0
-0.5574244801584516,0.12966930283821093,3
-1.58684108644324,0.5193788285921378,3
-3.189789123960402,-1.2074552088182218,1
-2.5860336615056707,-0.084548012312105,1
2.593566030861628,0.03193712907077974,0
-2.175877943241824,-2.290159226942418,1
1.183633889597711,-1.0734316876295762,2
1.5464712942579846,-1.962792422888076,0
-0.8557160328452406,-0.008164611624366947,3
-1.1532021819379084,2.2897715253278217,2
-3.289804297299117,-1.2536777311124288,1
4.276389959024578,0.7589814602704865,0
0.3252065881657812,0.2283134375282832,3
1.4061050667662736,-0.13481914141343218,2
-1.330156406124002,0.3026633375944097,3
-2.4126489137145892,-2.08344735365784,1
-0.26462785057194266,-0.36435720426372487,3
2.450709614902014,0.5313396126012845,0
1.3309295668137628,0.4286504058729515,3
-2.917475896795068,-1.4871827753426077,1
4.315880187922187,-1.9979754973995683,0
0.6005950053938136,0.7859268968303813,3
0.5713425364916133,1.2240006824117282,3
-0.17539095307958036,1.6666136718907354,2
7.140546649796457,-0.0031711370881062745,0
2.0668386694313656,2.3263425525959804,2
-0.2760053099696787,1.7334617619131203,2
5.900948305117357,-3.379355090540882,0
-3.3056599916550455,-1.1278731735677996,1
-1.4972211616507218,1.4434432149136232,2
2.8868870949490737,0.4093010551486434,0
-0.7899382360735961,0.4462063146290573,3
0.04783721683492528,0.937151756500177,2
-0.38115212416849303,2.6162141979195574,2
0.9373483108794762,-0.04079280780649551,3
1.106153221638436,1.9551691529710822,2
-1.5709034376322402,-0.24808414160103118,3
-0.3597396669275162,-0.7936672383034121,3
2.6344916145895576,0.15832252498147373,0
-0.30022432961503515,2.4965772435923514,2
1.6160750796079562,0.6281062542655123,2
-0.6865621681742351,0.8173701772093103,3
-0.8097119003729366,0.4417466969241332,3
-0.16899147053680894,0.47608813866170946,2
-0.9331764198153201,0.9976876183414775,3
0.5498229976232569,0.7643806777018839,3
