YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,JobLevel,PromotionGapRatio,RoleStagnationRatio,ManagerStabilityRatio
-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,-0.42164245835933756,-2.171981830933257,-0.05778754527941421,-0.8526066181615414,0.2665238325659667,0.8209587803034187
0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,-0.16451140099023315,0.1557070814399298,-0.05778754527941421,-0.5588390039516005,0.3669699318220838,0.4224948163976181
-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.5502079870438897,0.1557070814399298,-0.9614863916702531,-0.8526066181615414,-1.742398152556376,-1.669440994107834
0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,-0.42164245835933756,0.1557070814399298,-0.9614863916702531,0.24902193512573667,0.894311952916699,-1.669440994107834
-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,-0.678773515728442,0.1557070814399298,-0.9614863916702531,2.0850695239378667,1.2709848251271383,1.3190387351856692
-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,-0.42164245835933756,-0.6201892226844657,-0.9614863916702531,0.4063974427382047,1.2709848251271383,0.8921130595723115
-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.09261965637887129,0.1557070814399298,-0.9614863916702531,-0.8526066181615414,-1.742398152556376,-1.669440994107834
-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-1.3216011591512031,-0.6201892226844657,-0.9614863916702531,-0.8526066181615414,-1.742398152556376,-1.669440994107834
0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,-0.16451140099023315,-0.6201892226844657,0.8459113011114247,-0.5261981579282737,0.6013441634196907,0.9869854319308353
-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,0.7354472998016324,0.1557070814399298,-0.05778754527941421,2.0850695239378667,1.2709848251271383,1.3190387351856692
-0.32789331844000197,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,-0.678773515728442,1.707499689688721,-0.9614863916702531,-0.8526066181615414,0.6683082295904356,0.12364684346826783
0.32522751910309133,0.21280194070989908,-0.6791456840737199,1.086895217551534,-0.16451140099023315,0.1557070814399298,-0.05778754527941421,-0.8526066181615414,-0.06829649828775697,0.9869854319308353
-0.32789331844000197,-0.6154915796172451,0.5625759024789769,-0.3148734873096303,-0.8073390444129942,-1.3960855268088614,-0.9614863916702531,1.4975342955179851,-0.5370449614829703,0.12364684346826783
-0.8177339465973219,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,-1.0644701017820986,-0.6201892226844657,-0.9614863916702531,0.6162314528881626,1.2709848251271383,1.3190387351856692
-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,-0.678773515728442,0.9316033855643254,-0.9614863916702531,-0.8526066181615414,-0.23570666371461896,0.5719188028622934
0.48850772848886465,1.3171933011460915,1.8042974890316739,1.086895217551534,-0.16451140099023315,-1.3960855268088614,0.8459113011114247,1.4975342955179851,0.9696465273587869,0.7213427893269687
-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,0.24583399463483546,-0.5502079870438897,1.707499689688721,-0.9614863916702531,-0.8526066181615414,-0.7379371599952047,0.8209587803034187
-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-1.3216011591512031,-0.6201892226844657,-0.9614863916702531,-0.8526066181615414,-1.742398152556376,-1.669440994107834
2.9377108692754645,1.0410954610370433,0.2521455058408027,0.8065414765793012,2.535364701385363,0.1557070814399298,1.7496101475022634,-0.5000854811096124,-0.7781155996976515,-0.8326666699056531
-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,-0.678773515728442,0.1557070814399298,-0.9614863916702531,0.1266187625382613,0.2665238325659667,0.322878825421168
-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-0.8073390444129942,1.707499689688721,-0.05778754527941421,-0.11818758263668933,-0.23570666371461896,0.5719188028622934
-0.32789331844000197,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,-0.16451140099023315,0.9316033855643254,-0.9614863916702531,-0.8526066181615414,0.06563163405373243,0.12364684346826783
0.8150681472604113,0.48889978081894714,-0.058284890797371494,1.9279564404682326,0.2211851850634235,0.9316033855643254,0.8459113011114247,-0.3629939278116402,-0.23570666371461896,1.0699987577445438
-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-1.4501666878357553,2.4833959938131165,-0.9614863916702531,-0.8526066181615414,-1.742398152556376,-1.669440994107834
-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-0.42164245835933756,-0.6201892226844657,-0.9614863916702531,-0.11818758263668933,-0.23570666371461896,0.5719188028622934
1.141628566031958,2.4215846615822834,0.5625759024789769,1.086895217551534,1.8925370579626022,0.1557070814399298,2.6533089938931025,-0.01327057756171052,1.05574318386403,0.03826170834559628
